timestamp,temperature,humidity,light,sound
1774822758863.0,21.0,55.0,71.0,209.0
1774822768863.0,21.0,55.0,71.0,209.0
1774822778863.0,21.0,55.0,72.0,277.0
1774822788863.0,21.0,55.0,70.0,209.0
1774822798863.0,21.0,55.0,70.0,355.0
1774822808863.0,21.0,55.0,71.0,209.0
1774822818863.0,21.0,55.0,71.0,971.0
1774822828863.0,21.0,55.0,70.0,208.0
1774822838863.0,21.0,55.0,71.0,232.0
1774822848863.0,21.0,55.0,70.0,221.0
1774822858863.0,21.0,55.0,70.0,274.0
1774822868863.0,21.0,55.0,71.0,209.0
1774822878863.0,21.0,55.0,68.0,209.0
1774822888863.0,21.0,55.0,68.0,240.0
1774822898863.0,21.0,55.0,69.0,209.0
1774822908863.0,21.0,55.0,69.0,210.0
1774822918863.0,21.0,55.0,71.0,278.0
1774822928863.0,21.0,55.0,69.0,317.0
1774822938863.0,21.0,55.0,69.0,248.0
1774822948863.0,21.0,55.0,69.0,209.0
1774822958863.0,21.0,55.0,69.0,344.0
1774822968863.0,21.0,55.0,0.0,820.0
1774822978863.0,21.0,55.0,70.0,249.0
1774822988863.0,21.0,55.0,71.0,209.0
1774822998863.0,21.0,55.0,70.0,210.0
1774823008863.0,21.0,55.0,72.0,210.0
1774823018863.0,21.0,55.0,69.0,210.0
1774823028863.0,21.0,55.0,70.0,210.0
1774823038863.0,21.0,55.0,70.0,760.0
1774823048863.0,21.0,55.0,70.0,471.0
1774823058863.0,21.0,55.0,70.0,443.0
1774823068863.0,21.0,55.0,70.0,443.0
1774823078863.0,21.0,55.0,71.0,210.0
1774823088863.0,21.0,55.0,71.0,413.0
1774823098863.0,21.0,55.0,73.0,211.0
1774823108863.0,21.0,55.0,70.0,211.0
1774823118863.0,21.0,55.0,70.0,211.0
1774823128863.0,21.0,55.0,72.0,284.0
1774823138863.0,21.0,55.0,71.0,268.0
1774823148863.0,21.0,55.0,71.0,211.0
1774823158863.0,21.0,55.0,71.0,211.0
1774823168863.0,21.0,55.0,71.0,292.0
1774823178863.0,21.0,55.0,71.0,499.0
1774823188863.0,21.0,55.0,72.0,252.0
1774823198863.0,21.0,55.0,71.0,224.0
1774823208863.0,21.0,55.0,71.0,212.0
1774823218863.0,21.0,55.0,72.0,212.0
1774823228863.0,21.0,55.0,71.0,235.0
1774823238863.0,21.0,55.0,71.0,212.0
1774823248863.0,21.0,55.0,72.0,323.0
1774823258863.0,21.0,55.0,70.0,214.0
1774823268863.0,21.0,55.0,70.0,213.0
1774823278863.0,21.0,55.0,71.0,213.0
1774823288863.0,21.0,55.0,71.0,212.0
1774823298863.0,21.0,55.0,71.0,214.0
1774823308863.0,21.0,55.0,71.0,212.0
1774823318863.0,21.0,55.0,70.0,226.0
1774823328863.0,21.0,55.0,70.0,213.0
1774823338863.0,21.0,55.0,70.0,213.0
1774823348863.0,21.0,55.0,71.0,223.0
1774823358863.0,21.0,55.0,71.0,214.0
1774823368863.0,21.0,55.0,70.0,214.0
1774823378863.0,21.0,55.0,71.0,214.0
