timestamp,temperature,humidity,light,sound,distance,motion
1776480806132,17.0,76.0,312,1,514,0
1776480816614,17.0,77.0,312,2,514,0
1776480827122,17.0,76.0,313,2,514,0
1776480837633,17.0,77.0,312,1,514,0
1776480848141,17.0,76.0,312,3,514,0
1776480858675,17.0,77.0,311,2,514,0
1776480869184,17.0,76.0,312,2,514,0
1776480879692,17.0,76.0,312,2,514,0
1776480890201,17.0,76.0,311,2,514,0
1776480900709,17.0,76.0,312,2,514,0
1776480911219,17.0,77.0,312,2,514,0
1776480921754,17.0,76.0,312,1,514,0
1776480932288,17.0,76.0,312,2,514,0
1776480932288,17.0,76.0,312,2,514,0
1776480942747,17.0,76.0,313,2,515,0
1776480953229,17.0,76.0,313,1,513,0
1776480963736,17.0,76.0,311,2,513,0
1776480974243,17.0,76.0,312,1,514,0
1776480984750,17.0,76.0,312,1,513,0
1776480995282,17.0,77.0,312,2,514,0
1776481005793,17.0,76.0,313,1,514,0
1776481016299,17.0,77.0,313,2,514,0
1776481026832,17.0,77.0,312,2,514,0
1776481037341,17.0,76.0,312,2,514,0
1776481047847,17.0,76.0,312,1,514,0
1776481058379,17.0,76.0,313,1,514,0
1776481068860,17.0,76.0,311,1,513,0
1776481079366,17.0,76.0,311,1,514,0
1776481089874,17.0,76.0,311,1,514,0
1776481100407,17.0,76.0,312,1,514,0
1776481110915,17.0,76.0,311,1,514,0
1776481121425,17.0,76.0,311,2,514,0
1776481131957,17.0,76.0,312,2,514,0
1776481142490,17.0,77.0,311,1,514,0
1776481152999,17.0,76.0,311,2,514,0
1776481163532,17.0,76.0,312,1,514,0
1776481174040,17.0,76.0,311,1,514,0
1776481184547,17.0,76.0,311,2,514,0
1776481195054,17.0,76.0,311,1,515,0
1776481205564,17.0,76.0,312,1,514,0
1776481216071,17.0,76.0,312,1,514,0
1776481226578,17.0,76.0,312,1,514,0
1776481237113,17.0,76.0,311,1,514,0
1776481247619,17.0,77.0,311,1,514,0
1776481258125,17.0,76.0,311,0,514,0
1776481268657,17.0,77.0,312,2,514,0
1776481279165,17.0,77.0,312,2,514,0
1776481289697,17.0,77.0,311,1,514,0
1776481300229,17.0,77.0,312,1,514,0
1776481310736,17.0,77.0,312,1,514,0
1776481321268,17.0,77.0,311,2,513,0
1776481331777,17.0,77.0,312,1,514,0
1776481342286,17.0,77.0,311,1,514,0
1776481352769,17.0,77.0,311,2,513,0
1776481363301,17.0,77.0,312,2,514,0
1776481373833,17.0,77.0,312,2,514,0
1776481384366,17.0,77.0,312,2,514,0
1776481394900,17.0,77.0,312,2,514,0
1776481405408,17.0,77.0,312,1,514,0
1776481415940,17.0,77.0,311,1,514,0
1776481426446,17.0,77.0,312,1,514,0
1776481436953,17.0,77.0,311,1,513,0
1776481447486,17.0,77.0,312,2,514,0
1776481457968,17.0,76.0,312,1,514,0
1776481468475,17.0,77.0,311,1,514,0
1776481478983,17.0,77.0,311,1,513,0
1776481489492,17.0,77.0,311,2,514,0
1776481500025,17.0,77.0,311,2,514,0
1776481510535,17.0,77.0,312,0,514,0
1776481521066,17.0,77.0,312,1,514,0
1776481531603,17.0,77.0,0,514,513,0
1776481542085,17.0,77.0,312,2,514,0
1776481552597,17.0,77.0,312,2,514,0
1776481552597,17.0,77.0,312,2,514,0
1776481563104,17.0,77.0,311,2,514,0
1776481573589,17.0,77.0,312,1,513,0
1776481584098,17.0,77.0,311,2,514,0
1776481594631,17.0,77.0,311,2,514,0
1776481605114,17.0,77.0,311,1,514,0
1776481615648,17.0,77.0,312,1,513,0
1776481626131,17.0,77.0,312,2,513,0
1776481636639,17.0,77.0,311,2,513,0
1776481647174,17.0,77.0,312,1,514,0
1776481657684,17.0,77.0,312,2,514,0
1776481668216,17.0,77.0,311,1,513,0
1776481678724,17.0,77.0,311,1,514,0
1776481689207,17.0,77.0,313,1,514,0
1776481699740,17.0,77.0,312,1,514,0
1776481710249,17.0,77.0,312,2,514,0
1776481720757,17.0,77.0,312,0,514,0
1776481731288,17.0,77.0,312,2,513,0
1776481741821,17.0,77.0,311,2,514,0
1776481752305,17.0,77.0,312,0,514,0
1776481762862,17.0,77.0,311,2,514,0
1776481773342,17.0,77.0,312,2,513,0
1776481783848,17.0,77.0,311,2,514,0
1776481794380,17.0,77.0,311,1,514,0
1776481804912,17.0,77.0,311,2,514,0
1776481815420,17.0,77.0,311,2,514,0
1776481825902,17.0,77.0,311,1,514,0
1776481836437,17.0,77.0,312,1,514,0
1776481846945,17.0,77.0,312,2,514,0
1776481857451,17.0,77.0,312,2,513,0
1776481867982,17.0,77.0,311,0,514,0
1776481878462,17.0,77.0,311,2,514,0
1776481888968,17.0,77.0,312,2,513,0
1776481899500,17.0,77.0,311,2,514,0
